STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,22.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,21.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,20.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2007,European Union - 27 countries (2007-2013),2019,,21.0,,e,estimated,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2015,,24.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2016,,24.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2017,,22.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2018,,21.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2019,,20.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2020,,21.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2021,,21.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2022,,21.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2023,,21.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2024,,20.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU27_2020,European Union - 27 countries (from 2020),2025,,20.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU28,European Union - 28 countries (2013-2020),2015,,24.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU28,European Union - 28 countries (2013-2020),2016,,23.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU28,European Union - 28 countries (2013-2020),2017,,22.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU28,European Union - 28 countries (2013-2020),2018,,21.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,EU28,European Union - 28 countries (2013-2020),2019,,20.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2015,,18.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2016,,18.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2017,,17.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2018,,17.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2019,,14.8,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2020,,15.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2021,,15.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2022,,16.6,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2023,,16.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2024,,18.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FI,Finland,2025,,19.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2015,,18.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2016,,18.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2017,,18.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2018,,18.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2019,,19.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2020,,19.9,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2021,,19.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2022,,21.3,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2023,,20.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2024,,20.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,FR,France,2025,,21.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2015,,23.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2016,,22.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2017,,21.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2018,,19.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2019,,18.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2020,,17.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2021,,16.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2022,,15.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2023,,15.8,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2024,,16.3,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HR,Croatia,2025,,14.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2015,,32.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2016,,29.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2017,,26.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2018,,21.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2019,,22.5,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2020,,20.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2021,,19.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2022,,18.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2023,,19.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2024,,18.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,HU,Hungary,2025,,18.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2015,,26.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2016,,23.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2017,,22.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2018,,19.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2019,,21.0,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2020,,18.3,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2021,,19.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2022,,17.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2023,,18.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2024,,16.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IE,Ireland,2025,,18.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IS,Iceland,2015,,13.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IS,Iceland,2016,,12.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IS,Iceland,2017,,12.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IS,Iceland,2018,,11.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IS,Iceland,2019,,13.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IS,Iceland,2020,,11.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2015,,29.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2016,,28.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2017,,27.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2018,,26.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2019,,25.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2020,,25.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2021,,26.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2022,,24.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2023,,22.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2024,,23.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,IT,Italy,2025,,22.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2015,,29.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2016,,28.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2017,,27.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2018,,24.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2019,,22.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2020,,20.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2021,,19.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2022,,20.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2023,,21.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2024,,22.4,,p,provisional,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LT,Lithuania,2025,,23.2,,p,provisional,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2015,,18.8,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2016,,19.4,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2017,,18.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2018,,20.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2019,,20.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2020,,21.0,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2021,,21.8,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2022,,19.0,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2023,,21.2,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2024,,19.6,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LU,Luxembourg,2025,,18.2,,b,break in time series,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2015,,26.5,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2016,,24.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2017,,23.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2018,,22.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2019,,20.4,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2020,,19.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2021,,20.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2022,,21.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2023,,20.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2024,,19.7,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,LV,Latvia,2025,,19.1,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,ME,Montenegro,2015,,43.9,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,ME,Montenegro,2016,,44.0,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,ME,Montenegro,2017,,43.3,,,,,
dataflow,ESTAT:ILC_PEPS01N(1.0),Persons at risk of poverty or social exclusion by age and sex,A,Annual,PC,Percentage,Y_LT65,Less than 65 years,M,Males,ME,Montenegro,2018,,41.1,,,,,
